visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome,cooperation_numeric,outcome_numeric
136,6,2023-09-20,SW-05,Routine Follow-Up,Barangay Office,Mendoza (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
137,6,2023-10-19,SW-20,Initial Assessment,Community Center,Cruz (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Unfavorable,2,1.0
138,6,2023-10-23,SW-07,Post-Placement Monitoring,School,Mendoza (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
139,6,2023-10-28,SW-05,Reintegration Assessment,Barangay Office,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement,3,2.0
140,6,2023-10-30,SW-14,Reintegration Assessment,Church,Reyes (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,,Inconclusive,2,
141,6,2023-11-05,SW-05,Initial Assessment,Community Center,Mendoza (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
142,6,2023-12-08,SW-16,Reintegration Assessment,Church,Torres (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
143,6,2024-01-29,SW-15,Routine Follow-Up,Barangay Office,Garcia (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Unfavorable,2,1.0
144,6,2024-02-21,SW-13,Reintegration Assessment,Community Center,Cruz (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
145,6,2024-02-27,SW-18,Initial Assessment,Church,Cruz (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Unfavorable,2,1.0
146,6,2024-03-28,SW-04,Initial Assessment,School,Garcia (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,True,False,Follow-up scheduled,Favorable,1,3.0
147,6,2024-04-08,SW-17,Reintegration Assessment,Family Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive,4,
148,6,2024-05-01,SW-15,Routine Follow-Up,Proposed Foster Home,Santos (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Needs Improvement,2,2.0
149,6,2024-05-05,SW-15,Routine Follow-Up,Church,Santos (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement,2,2.0
150,6,2024-05-19,SW-13,Reintegration Assessment,School,Garcia (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,,Needs Improvement,2,2.0
151,6,2024-06-24,SW-05,Post-Placement Monitoring,Proposed Foster Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,Follow-up scheduled,Needs Improvement,3,2.0
152,6,2024-07-22,SW-13,Reintegration Assessment,Church,Rivera (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
153,6,2024-07-31,SW-09,Routine Follow-Up,Church,Santos (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
154,6,2024-08-31,SW-02,Reintegration Assessment,Family Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement,1,2.0
155,6,2024-10-04,SW-16,Reintegration Assessment,Community Center,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive,3,
156,6,2024-10-06,SW-18,Emergency,Church,,Visitation for emergency,Visit observations recorded during emergency.,Uncooperative,False,True,,Needs Improvement,1,2.0
157,6,2024-10-16,SW-18,Routine Follow-Up,School,Rivera (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive,3,
158,6,2025-01-20,SW-03,Routine Follow-Up,School,Cruz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable,3,3.0
159,6,2025-01-22,SW-13,Reintegration Assessment,Family Home,Diaz (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
160,6,2025-02-23,SW-06,Reintegration Assessment,Family Home,Garcia (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable,3,1.0
161,6,2025-03-04,SW-20,Emergency,Proposed Foster Home,Santos (Parent); Mendoza (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,Follow-up scheduled,Unfavorable,3,1.0
162,6,2025-05-13,SW-07,Reintegration Assessment,Barangay Office,Diaz (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable,3,3.0
163,6,2025-06-24,SW-01,Reintegration Assessment,Barangay Office,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Inconclusive,3,
164,6,2025-08-03,SW-11,Post-Placement Monitoring,Barangay Office,Santos (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive,4,
165,6,2025-10-07,SW-03,Reintegration Assessment,Church,Mendoza (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Unfavorable,3,1.0
166,6,2025-10-27,SW-16,Reintegration Assessment,Family Home,Reyes (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement,4,2.0
167,6,2025-12-02,SW-14,Routine Follow-Up,Proposed Foster Home,Cruz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
168,6,2026-01-30,SW-04,Routine Follow-Up,School,Garcia (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable,4,1.0
169,6,2026-02-21,SW-01,Routine Follow-Up,Barangay Office,Rivera (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Unfavorable,3,1.0
170,6,2026-02-25,SW-19,Routine Follow-Up,Proposed Foster Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Inconclusive,3,
171,7,2024-07-18,SW-17,Reintegration Assessment,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,Follow-up scheduled,Inconclusive,1,
172,7,2024-08-21,SW-04,Routine Follow-Up,Family Home,Mendoza (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
173,7,2024-09-29,SW-08,Routine Follow-Up,Church,Lopez (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement,2,2.0
174,7,2024-10-01,SW-17,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
175,7,2024-11-20,SW-20,Routine Follow-Up,Family Home,Reyes (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Unfavorable,2,1.0
176,7,2024-11-25,SW-20,Routine Follow-Up,Proposed Foster Home,Torres (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
177,7,2024-12-02,SW-02,Reintegration Assessment,Barangay Office,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement,1,2.0
178,7,2024-12-19,SW-01,Reintegration Assessment,Church,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,False,,Inconclusive,2,
179,7,2025-01-04,SW-20,Routine Follow-Up,Family Home,Garcia (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement,2,2.0
180,7,2025-02-02,SW-05,Reintegration Assessment,Family Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,,Inconclusive,2,
181,7,2025-03-16,SW-06,Initial Assessment,Proposed Foster Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Needs Improvement,3,2.0
182,7,2025-04-11,SW-03,Reintegration Assessment,Community Center,Torres (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,Follow-up scheduled,Inconclusive,4,
183,7,2025-04-28,SW-11,Routine Follow-Up,Proposed Foster Home,Torres (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
184,7,2025-05-08,SW-09,Reintegration Assessment,Family Home,Rivera (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Favorable,3,3.0
185,7,2025-05-15,SW-04,Routine Follow-Up,School,Cruz (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement,1,2.0
186,7,2025-05-19,SW-09,Initial Assessment,Barangay Office,Garcia (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
187,7,2025-05-25,SW-09,Reintegration Assessment,Church,Santos (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable,3,1.0
188,7,2025-06-13,SW-18,Emergency,Community Center,Santos (Parent); Reyes (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Neutral,False,False,,Inconclusive,2,
189,7,2025-07-06,SW-08,Reintegration Assessment,Community Center,Flores (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,Follow-up scheduled,Favorable,4,3.0
190,7,2025-07-25,SW-16,Reintegration Assessment,Barangay Office,Santos (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
191,7,2025-08-13,SW-19,Routine Follow-Up,Family Home,Flores (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
192,7,2025-08-21,SW-20,Routine Follow-Up,Church,Cruz (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable,3,3.0
193,7,2025-08-27,SW-10,Routine Follow-Up,Family Home,Cruz (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Unfavorable,3,1.0
194,7,2025-09-20,SW-04,Reintegration Assessment,Church,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive,4,
195,7,2025-10-28,SW-02,Post-Placement Monitoring,Church,Diaz (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,,Favorable,3,3.0
196,7,2025-11-06,SW-18,Reintegration Assessment,Barangay Office,Rivera (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable,4,3.0
197,7,2025-11-27,SW-18,Reintegration Assessment,Family Home,Reyes (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,,Needs Improvement,1,2.0
198,7,2026-01-16,SW-15,Reintegration Assessment,Family Home,Garcia (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable,3,3.0
